origin_airport_name,destination_airport_name,count
London Heathrow Airport,Aeropuerto Internacional Lic. Benito Juárez,16
Taiwan Taoyuan International Airport,Dubai International Airport,16
Charlotte Douglas International Airport,San Diego International Airport,16
Tan Son Nhat International Airport,Gimhae International Airport,16
Denver International Airport,Lihue Airport,13
