origin_airport_name,destination_airport_name,count
King Abdulaziz International Airport,Adisumarmo International Airport,26
Los Angeles / Tom Bradley International Airport,Logan International Airport,13
Singapore Changi Airport,Brisbane International Airport,13
Kuala Lumpur International Airport,Narita International Airport,13
Suvarnabhumi Airport,Hamad International Airport,13
San Francisco International Airport,Logan International Airport,18
