origin_airport_name,destination_airport_name,count
Auckland International Airport,Singapore Changi Airport,13
Tokyo Haneda International Airport,Charles de Gaulle International Airport,13
Amsterdam Airport Schiphol,Salt Lake City International Airport,13
Logan International Airport,Hamad International Airport,13
Paphos International Airport,Bournemouth Airport,13
