origin_airport_name,destination_airport_name,count
Charles de Gaulle International Airport,Shanghai Pudong International Airport,18
Narita International Airport,Dubai International Airport,11
Singapore Changi Airport,Charles de Gaulle International Airport,22
Seattle–Tacoma International Airport,Lihue Airport,11
Hong Kong International Airport,Hamad International Airport,11
