origin_airport_name,destination_airport_name,count
Kansai International Airport,Helsinki Vantaa Airport,11
Newark Liberty International Airport,John Wayne Orange County International Airport,11
İstanbul Airport,Manas International Airport,11
Jaipur International Airport,Kuala Lumpur International Airport,7
