origin_airport_name,destination_airport_name,count
Soekarno-Hatta International Airport,İstanbul Airport,18
Taiwan Taoyuan International Airport,Frankfurt Airport,18
Singapore Changi Airport,Amsterdam Airport Schiphol,36
Beijing Capital International Airport,Auckland International Airport,18
Frankfurt Airport,Narita International Airport,18
Denver International Airport,Kahului International Airport,6
