origin_airport_name,destination_airport_name,count
Shanghai Pudong International Airport,Sydney Kingsford Smith International Airport,2
Guangzhou Baiyun International Airport,Singapore Changi Airport,2
Abu Dhabi International Airport,Narita International Airport,2
