origin_airport_name,destination_airport_name,count
Frankfurt Airport,Frank Pais International Airport,8
Charles de Gaulle International Airport,Aeropuerto Internacional Lic. Benito Juárez,16
Kempegowda International Airport,Sydney Kingsford Smith International Airport,8
Humberto Delgado Airport (Lisbon Portela Airport),Recife/Guararapes - Gilberto Freyre International Airport,8
London Heathrow Airport,Chhatrapati Shivaji International Airport,8
Miami International Airport,Denver International Airport,8
Soekarno-Hatta International Airport,Dubai International Airport,8
