origin_airport_name,destination_airport_name,count
London Heathrow Airport,George Bush Intercontinental Houston Airport,16
London Heathrow Airport,San Francisco International Airport,35
Guangzhou Baiyun International Airport,Los Angeles / Tom Bradley International Airport,8
Charles de Gaulle International Airport,Martinique Aimé Césaire International Airport,8
Singapore Changi Airport,Auckland International Airport,8
John F Kennedy International Airport,King Abdulaziz International Airport,8
