origin_airport_name,destination_airport_name,count
İstanbul Airport,Washington Dulles International Airport,8
Miami International Airport,Ted Stevens Anchorage International Airport,8
Orlando International Airport,San Francisco International Airport,8
Hamad International Airport,Ninoy Aquino International Airport,16
Frankfurt Airport,Orlando International Airport,8
Soekarno-Hatta International Airport,King Abdulaziz International Airport,8
