origin_airport_name,destination_airport_name,count
İstanbul Airport,Julius Nyerere International Airport,8
Roland Garros Airport,Suvarnabhumi Airport,8
Amsterdam Airport Schiphol,Singapore Changi Airport,8
Indira Gandhi International Airport,Suvarnabhumi Airport,8
Ngurah Rai (Bali) International Airport,Hamad International Airport,8
Dallas Fort Worth International Airport,Dubai International Airport,8
Sri Guru Ram Dass Jee International Airport,Kuala Lumpur International Airport,16
