origin_airport_name,destination_airport_name,count
Guangzhou Baiyun International Airport,Melbourne International Airport,8
Cape Town International Airport,İstanbul Airport,8
Mohammed V International Airport,Miami International Airport,8
Sir Seewoosagur Ramgoolam International Airport,İstanbul Airport,8
Taiwan Taoyuan International Airport,İstanbul Airport,8
Chicago O'Hare International Airport,Indira Gandhi International Airport,8
Tribhuvan International Airport,Dubai International Airport,8
Chicago O'Hare International Airport,Ted Stevens Anchorage International Airport,8
Shanghai Pudong International Airport,Budapest Liszt Ferenc International Airport,8
Tenerife Sur Airport,Amsterdam Airport Schiphol,5
