origin_airport_name,destination_airport_name,count
Suvarnabhumi Airport,Sydney Kingsford Smith International Airport,9
Soekarno-Hatta International Airport,Dortheys Hiyo Eluay International Airport,9
Noi Bai International Airport,Narita International Airport,9
Beijing Daxing International Airport,Hamad International Airport,9
