origin_airport_name,destination_airport_name,count
London Heathrow Airport,Shanghai Pudong International Airport,18
Josep Tarradellas Barcelona-El Prat Airport,El Dorado International Airport,9
Tokyo Haneda International Airport,İstanbul Airport,9
