origin_airport_name,destination_airport_name,count
İstanbul Airport,Toronto Lester B. Pearson International Airport,9
Auckland International Airport,Hong Kong International Airport,9
Phuket International Airport,Hamad International Airport,9
Los Angeles / Tom Bradley International Airport,Fort Lauderdale Hollywood International Airport,9
Suvarnabhumi Airport,Frankfurt Airport,9
Ontario International Airport,Philadelphia International Airport,4
