origin_airport_name,destination_airport_name,count
Adolfo Suárez Madrid–Barajas Airport,Minister Pistarini International Airport,9
Melbourne International Airport,Hamad International Airport,9
Luxembourg-Findel International Airport,Beijing Capital International Airport,9
Shanghai Pudong International Airport,Dubai International Airport,9
Keflavik International Airport,Baltimore/Washington International Thurgood Marshall Airport,9
