origin_airport_name,destination_airport_name,count
Frankfurt Airport,Noi Bai International Airport,9
Auckland International Airport,Hangzhou Xiaoshan International Airport,9
Tokyo Haneda International Airport,Sydney Kingsford Smith International Airport,18
Budapest Liszt Ferenc International Airport,Incheon International Airport,9
Newark Liberty International Airport,Chhatrapati Shivaji International Airport,9
