origin_airport_name,destination_airport_name,count
Singapore Changi Airport,San Francisco International Airport,44
Luxembourg-Findel International Airport,Dallas Fort Worth International Airport,22
Paris-Orly Airport,San Francisco International Airport,22
João Paulo II Airport,Toronto Lester B. Pearson International Airport,22
Shanghai Pudong International Airport,Malpensa International Airport,22
