origin_airport_name,destination_airport_name,count
San Francisco International Airport,Melbourne International Airport,22
Zürich Airport,Denver International Airport,22
Athens Eleftherios Venizelos International Airport,Newark Liberty International Airport,22
Hosea Kutako International Airport,Frankfurt Airport,44
