origin_airport_name,destination_airport_name,count
Guangzhou Baiyun International Airport,Melbourne International Airport,22
Cape Town International Airport,İstanbul Airport,22
Mohammed V International Airport,Miami International Airport,22
Sir Seewoosagur Ramgoolam International Airport,İstanbul Airport,22
Taiwan Taoyuan International Airport,İstanbul Airport,22
Chicago O'Hare International Airport,Indira Gandhi International Airport,22
Tribhuvan International Airport,Dubai International Airport,22
Chicago O'Hare International Airport,Ted Stevens Anchorage International Airport,22
Shanghai Pudong International Airport,Budapest Liszt Ferenc International Airport,22
Domodedovo International Airport,Yakutsk Airport,12
