origin_airport_name,destination_airport_name,count
Adolfo Suárez Madrid–Barajas Airport,El Dorado International Airport,88
Taiwan Taoyuan International Airport,Vienna International Airport,44
Chicago O'Hare International Airport,Addis Ababa Bole International Airport,22
Incheon International Airport,Abu Dhabi International Airport,22
Hartsfield Jackson Atlanta International Airport,İstanbul Airport,22
Suvarnabhumi Airport,Addis Ababa Bole International Airport,19
