origin_airport_name,destination_airport_name,count
Vancouver International Airport,Singapore Changi Airport,22
Auckland International Airport,Guangzhou Baiyun International Airport,22
Adolfo Suárez Madrid–Barajas Airport,Dallas Fort Worth International Airport,22
Shanghai Pudong International Airport,Memphis International Airport,22
Daniel K Inouye International Airport,Seattle–Tacoma International Airport,22
Keflavik International Airport,Washington Dulles International Airport,22
