origin_airport_name,destination_airport_name,count
Amsterdam Airport Schiphol,Hartsfield Jackson Atlanta International Airport,22
İstanbul Airport,Kigali International Airport,22
Beijing Capital International Airport,Cairo International Airport,22
Philadelphia International Airport,Phoenix Sky Harbor International Airport,22
Hamad International Airport,Phuket International Airport,22
