origin_airport_name,destination_airport_name,count
Malpensa International Airport,Narita International Airport,22
Sheremetyevo International Airport,Yakutsk Airport,22
Soekarno-Hatta International Airport,Beijing Capital International Airport,22
Singapore Changi Airport,Shanghai Pudong International Airport,44
Daniel K Inouye International Airport,Los Angeles / Tom Bradley International Airport,35
