origin_airport_name,destination_airport_name,count
Singapore Changi Airport,London Heathrow Airport,95
Taiwan Taoyuan International Airport,Vancouver International Airport,38
Tokyo Haneda International Airport,London Heathrow Airport,19
Tan Son Nhat International Airport,Narita International Airport,24
