origin_airport_name,destination_airport_name,count
Incheon International Airport,Hartsfield Jackson Atlanta International Airport,19
Amsterdam Airport Schiphol,Guangzhou Baiyun International Airport,19
Dubai International Airport,Singapore Changi Airport,38
London Heathrow Airport,Baltimore/Washington International Thurgood Marshall Airport,19
Indira Gandhi International Airport,Ngurah Rai (Bali) International Airport,19
