destination_airport_name,count
Bandaranaike International Colombo Airport,21
Luis Munoz Marin International Airport,14
Humberto Delgado Airport (Lisbon Portela Airport),7
Long Beach Airport (Daugherty Field),7
Blaise Diagne International Airport,7
