destination_airport_name,count
Bandaranaike International Colombo Airport,18
Luis Munoz Marin International Airport,12
Humberto Delgado Airport (Lisbon Portela Airport),6
Long Beach Airport (Daugherty Field),6
Blaise Diagne International Airport,6
