origin_airport_name,destination_airport_name,count
Copenhagen Kastrup Airport,Singapore Changi Airport,3
Frankfurt Airport,George Bush Intercontinental Houston Airport,3
Suvarnabhumi Airport,Vienna International Airport,3
Paphos International Airport,London Gatwick Airport,3
