origin_airport_name,destination_airport_name,count
Hartsfield Jackson Atlanta International Airport,Tokyo Haneda International Airport,3
İstanbul Airport,Suvarnabhumi Airport,9
Adolfo Suárez Madrid–Barajas Airport,Palmerola International Airport / José Enrique Soto Cano Air Base,3
Washington Dulles International Airport,Miami-Opa Locka Executive Airport,3
Hong Kong International Airport,Luxembourg-Findel International Airport,3
