origin_airport_name,destination_airport_name,count
Incheon International Airport,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,3
London Heathrow Airport,Los Angeles / Tom Bradley International Airport,21
London Heathrow Airport,Rajiv Gandhi International Airport,3
Singapore Changi Airport,Newark Liberty International Airport,3
Sheremetyevo International Airport,Yelizovo Airport,3
Hazrat Shahjalal International Airport,Cairo International Airport,3
