destination_airport_name,count
Bandaranaike International Colombo Airport,63
Luis Munoz Marin International Airport,42
Humberto Delgado Airport (Lisbon Portela Airport),21
Long Beach Airport (Daugherty Field),21
Blaise Diagne International Airport,21
