id,manufacturer,aircraft_name,airline_name
356e2855,Boeing,Boeing 787-9,Turkish Airlines
356f0953,Boeing,Boeing 787-8,LOT Polish Airlines
356f271d,Boeing,Boeing 777-300ER,Air Canada
356f58cd,Airbus,Airbus A330-900neo,Cebu Pacific
356f63a3,Unknown,Boeing 737-800,Alaska Airlines
356f8120,Boeing,Boeing 777-300ER,Air India
