id,manufacturer,aircraft_name,airline_name
356e5097,Airbus,Airbus A350-1000,British Airways
356e74df,Airbus,Airbus A330-300,Discover Airlines
356ebe35,Boeing,Boeing 777-300ER,British Airways
356ef9bf,Boeing,Boeing 787-9,American Airlines
356f9706,Airbus,Airbus A320neo,S7 Airlines
356fa569,Boeing,Boeing 747-400,Tnt Airways
356faaf6,Airbus,Airbus A321,Frontier Airlines
356fab4d,Boeing,Boeing 777-300ER,Korean Air
356fb1ad,Airbus,Airbus A330-300,Asiana Airlines
