id,manufacturer,aircraft_name,airline_name
356e7682,Boeing,Boeing 777-200LR,Emirates
356ee646,Boeing,Boeing 787-8,United Airlines
356f6bd2,Unknown,Boeing 737-800,Jin Air
356f70c4,Boeing,Boeing 747-400,Tnt Airways
356f7844,Boeing,Boeing 777-300ER,Air France
356f86ab,Boeing,Boeing 777-200LR,Fedex
356fa9b8,Boeing,Boeing 777-200,Air France
