id,manufacturer,aircraft_name,airline_name
356e781d,Boeing,Boeing 777-300ER,Philippine Airlines
356e99de,Boeing,Boeing 777-200,United Airlines
356ef4bf,Boeing,Boeing 777-200,Air France
356f2147,Airbus,Airbus A321neo,Aer Lingus
356f3e7f,Boeing,Boeing 787-9,United Airlines
356fa56e,Boeing,Boeing 787-8,Air India
356fa683,Airbus,Airbus A320neo,Frontier Airlines
356fb007,Airbus,Airbus A320,Batik Air
356fb210,Boeing,Boeing 777-300ER,Emirates
