id,manufacturer,aircraft_name,airline_name
356e6737,Airbus,Airbus A350-900,Thai Airways
356e7636,Boeing,Boeing 787-9,American Airlines
356f2523,Boeing,Boeing 787-9,Ethiopian Airlines
356f430e,Boeing,Boeing 787-9,All Nippon Airways
356f7139,Boeing,Boeing 787-9,Virgin Atlantic
356f7699,Boeing,Boeing 777-300ER,Air France
356f7776,Boeing,Boeing 777-300ER,IndiGo
356f83dc,Boeing,Boeing 767-300,UPS Airlines
