id,manufacturer,aircraft_name,airline_name
356e8af8,Boeing,Boeing 787-9,American Airlines
356f2877,Boeing,Boeing 777-300ER,Aeroflot
356f8d59,Boeing,Boeing 767-300,Icelandair
356fb0d5,Airbus,Airbus A321neo,Asiana Airlines
