id,manufacturer,aircraft_name,airline_name
356e6814,Boeing,Boeing 777-300ER,Swiss International Air Lines
356e90af,Boeing,Boeing 777-300ER,Air New Zealand
356e9c78,Boeing,Boeing 787-9,Virgin Atlantic
356f18f3,Unknown,Boeing 737 MAX 9,Copa Airlines
356f6aef,Airbus,Airbus A350-900,China Southern Airlines
356f7ab8,Airbus,Airbus A350-900,Vietnam Airlines
356f7fdb,Boeing,Boeing 777-300ER,Qatar Airways
356fa628,Boeing,Boeing 787-9,Air Canada
