id,manufacturer,aircraft_name,airline_name
356f4caf,Boeing,Boeing 787-10,Singapore Airlines
356f648d,Boeing,Boeing 777-300ER,Swiss International Air Lines
356f73cb,Boeing,Boeing 777-200LR,Ethiopian Airlines
356f8047,Airbus,Airbus A320,Himalaya Airlines
356fab79,Boeing,Boeing 777-300ER,LATAM Chile
356fad95,Boeing,Boeing 777-300ER,Qatar Airways
