id,manufacturer,aircraft_name,airline_name
356e4c48,Airbus,Airbus A350-900,Thai Airways
356e5d59,Airbus,Airbus A350-900,Vietnam Airlines
356e702e,Airbus,Airbus A330-900neo,Condor
356e7306,Bombardier,Bombardier Global 7500,VietJet Air
356e8198,Boeing,Boeing 777-300ER,Thai Airways
356ef235,Airbus,Airbus A330-200,Aer Lingus
356f9b4a,Boeing,Boeing 787-9,Vistara
356fa688,Boeing,Boeing 737 MAX 8,Icelandair
