id,manufacturer,aircraft_name,airline_name
356e4f94,Boeing,Boeing 787-9,LATAM Chile
356e59aa,Airbus,Airbus A350-1000,Cathay Pacific
356ef39a,Boeing,Boeing 787-9,El Al
356f76bf,Airbus,Airbus A350-900,Iberia
356f964f,Airbus,Airbus A350-900,Thai Airways
