id,manufacturer,aircraft_name,airline_name
356e2573,Boeing,Boeing 747-8,Korean Air
356ee699,Airbus,Airbus A330-300,VietJet Air
356f1796,Airbus,Airbus A350-900,Iberia
356f6a6d,Airbus,Airbus A380-800,British Airways
356f9a6f,Airbus,Airbus A321neo,Vietnam Airlines
