origin_airport_name,destination_airport_name,count
Zürich Airport,Suvarnabhumi Airport,8
Montreal / Pierre Elliott Trudeau International Airport,Narita International Airport,4
Teterboro Airport,Hartsfield Jackson Atlanta International Airport,2
