origin_airport_name,destination_airport_name,count
Tokyo Haneda International Airport,Hartsfield Jackson Atlanta International Airport,12
Hong Kong International Airport,London Heathrow Airport,48
Dublin Airport,Denver International Airport,12
Ninoy Aquino International Airport,San Francisco International Airport,12
Logan International Airport,Luis Munoz Marin International Airport,12
Mactan Cebu International Airport,Incheon International Airport,22
