origin_airport_name,destination_airport_name,count
Incheon International Airport,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,12
London Heathrow Airport,Los Angeles / Tom Bradley International Airport,84
London Heathrow Airport,Rajiv Gandhi International Airport,12
Singapore Changi Airport,Newark Liberty International Airport,12
Sheremetyevo International Airport,Yelizovo Airport,12
Hazrat Shahjalal International Airport,Cairo International Airport,12
Daniel K Inouye International Airport,Phoenix Sky Harbor International Airport,1
