origin_airport_name,destination_airport_name,count
Melbourne International Airport,Abu Dhabi International Airport,12
Frankfurt Airport,Sir Seewoosagur Ramgoolam International Airport,12
Tan Son Nhat International Airport,Frankfurt Airport,12
Kazan International Airport,Yakutsk Airport,12
