origin_airport_name,destination_airport_name,count
Incheon International Airport,Helsinki Vantaa Airport,17
London Heathrow Airport,Phoenix Sky Harbor International Airport,17
Logan International Airport,Narita International Airport,17
Frankfurt Airport,Nursultan Nazarbayev International Airport,2
