origin_airport_name,destination_airport_name,count
İstanbul Airport,Julius Nyerere International Airport,17
Roland Garros Airport,Suvarnabhumi Airport,17
Amsterdam Airport Schiphol,Singapore Changi Airport,17
Ngurah Rai (Bali) International Airport,Hamad International Airport,17
Dallas Fort Worth International Airport,Dubai International Airport,17
Sri Guru Ram Dass Jee International Airport,Kuala Lumpur International Airport,34
