origin_airport_name,destination_airport_name,count
Liège Airport,Shanghai Pudong International Airport,17
Suvarnabhumi Airport,Copenhagen Kastrup Airport,17
Sheremetyevo International Airport,Irkutsk International Airport,8
San Diego International Airport,Charlotte Douglas International Airport,6
