origin_airport_name,destination_airport_name,count
İstanbul Airport,Los Angeles / Tom Bradley International Airport,17
İstanbul Airport,Ulaanbaatar Chinggis Khaan International Airport,17
London Heathrow Airport,Washington Dulles International Airport,51
Xiamen Gaoqi International Airport,Ted Stevens Anchorage International Airport,34
Dallas Fort Worth International Airport,Liège Airport,17
Frankfurt Airport,Blaise Diagne International Airport,17
