destination_airport_name,count
Bandaranaike International Colombo Airport,9
Luis Munoz Marin International Airport,6
Humberto Delgado Airport (Lisbon Portela Airport),3
Long Beach Airport (Daugherty Field),3
Blaise Diagne International Airport,3
