origin_airport_name,destination_airport_name,count
Munich Airport,Suvarnabhumi Airport,1
Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Daniel K Inouye International Airport,1
Ngurah Rai (Bali) International Airport,Guangzhou Baiyun International Airport,1
Frankfurt Airport,Muscat International Airport,1
