origin_airport_name,destination_airport_name,count
Auckland International Airport,Haikou Meilan International Airport,10
Adolfo Suárez Madrid–Barajas Airport,Simón Bolívar International Airport,10
London Heathrow Airport,John F Kennedy International Airport,60
Keflavik International Airport,John F Kennedy International Airport,10
Keflavik International Airport,Vancouver International Airport,10
Brussels Airport,Narita International Airport,10
