origin_airport_name,destination_airport_name,count
Memphis International Airport,Ted Stevens Anchorage International Airport,10
Kuala Lumpur International Airport,King Abdulaziz International Airport,10
Dubai International Airport,Manas International Airport,10
Tribhuvan International Airport,Singapore Changi Airport,10
Philadelphia International Airport,Denver International Airport,10
