origin_airport_name,destination_airport_name,count
Charles de Gaulle International Airport,Taiwan Taoyuan International Airport,10
Singapore Changi Airport,Dubai International Airport,20
Hamad International Airport,Macau International Airport,20
Seattle–Tacoma International Airport,Toronto Lester B. Pearson International Airport,10
Sacramento International Airport,Daniel K Inouye International Airport,10
Chicago O'Hare International Airport,San Francisco International Airport,10
