origin_airport_name,destination_airport_name,count
Kempegowda International Airport,San Francisco International Airport,10
Shanghai Pudong International Airport,Helsinki Vantaa Airport,10
London Heathrow Airport,Louis Armstrong New Orleans International Airport,10
Shanghai Pudong International Airport,London Gatwick Airport,16
Charles de Gaulle International Airport,Tokyo Haneda International Airport,10
