origin_airport_name,destination_airport_name,count
Incheon International Airport,Los Angeles / Tom Bradley International Airport,21
Montreal / Pierre Elliott Trudeau International Airport,Dubai International Airport,7
Hamad International Airport,Soekarno-Hatta International Airport,7
Domodedovo International Airport,Irkutsk International Airport,7
İstanbul Airport,Charles de Gaulle International Airport,7
