origin_airport_name,destination_airport_name,count
Frankfurt Airport,San Francisco International Airport,14
Shanghai Pudong International Airport,İstanbul Airport,14
Charles de Gaulle International Airport,Sir Seewoosagur Ramgoolam International Airport,7
Seattle–Tacoma International Airport,Orlando International Airport,7
