origin_airport_name,destination_airport_name,count
Adolfo Suárez Madrid–Barajas Airport,Jose Maria Córdova International Airport,30
John F Kennedy International Airport,Incheon International Airport,45
Munich Airport,Chicago O'Hare International Airport,15
Tokyo Haneda International Airport,Los Angeles / Tom Bradley International Airport,15
Khabarovsk Novy Airport,Suvarnabhumi Airport,15
Sir Seewoosagur Ramgoolam International Airport,London Gatwick Airport,30
Los Angeles / Tom Bradley International Airport,Monseñor Óscar Arnulfo Romero International Airport,15
George Bush Intercontinental Houston Airport,Tokyo Haneda International Airport,15
