origin_airport_name,destination_airport_name,count
Comodoro Arturo Merino Benítez International Airport,Adolfo Suárez Madrid–Barajas Airport,15
London Heathrow Airport,Logan International Airport,30
Logan International Airport,Louis Armstrong New Orleans International Airport,15
Austin Bergstrom International Airport,Logan International Airport,6
