origin_airport_name,destination_airport_name,count
San Francisco International Airport,Singapore Changi Airport,15
Brisbane International Airport,Dubai International Airport,30
Vienna International Airport,Suvarnabhumi Airport,15
Humberto Delgado Airport (Lisbon Portela Airport),Washington Dulles International Airport,15
Brussels Airport,Chicago O'Hare International Airport,15
Indira Gandhi International Airport,Kuala Lumpur International Airport,15
London Stansted Airport,Hong Kong International Airport,4
