origin_airport_name,destination_airport_name,count
Frankfurt Airport,Taiwan Taoyuan International Airport,14
Frankfurt Airport,Hong Kong International Airport,14
London Heathrow Airport,Dubai International Airport,42
Comodoro Arturo Merino Benítez International Airport,Charles de Gaulle International Airport,14
John F Kennedy International Airport,Dubai International Airport,14
