origin_airport_name,destination_airport_name,count
İstanbul Airport,Chicago O'Hare International Airport,14
Josep Tarradellas Barcelona-El Prat Airport,Dallas Fort Worth International Airport,14
Newark Liberty International Airport,Cairo International Airport,14
Wattay International Airport,Gimhae International Airport,11
